Escenario,Falla,Generador,barra,tipo,Cvar,Pmin,Pmax,Pmax_eff,PG_0,RES_UP,PG_S,DPG
m2-d19-h18,multiple Wind zona norte sic,ex_PV_Maitencillo,Maitencillo,Solar,0,0,437.9,289.2999999343,289.3,0.0,289.3,0.0
m2-d19-h18,multiple Wind zona sing centro,ex_PV_Maitencillo,Maitencillo,Solar,0,0,437.9,289.2999999343,289.3,0.0,289.3,0.0
m2-d19-h18,multiple Wind zona sur,ex_PV_Maitencillo,Maitencillo,Solar,0,0,437.9,289.2999999343,289.3,0.0,289.3,0.0
m2-d19-h18,multiple Wind zona viii region,ex_PV_Maitencillo,Maitencillo,Solar,0,0,437.9,289.2999999343,289.3,0.0,289.3,0.0
m2-d19-h18,multiple PV zona sur centro sing,ex_PV_Maitencillo,Maitencillo,Solar,0,0,437.9,289.2999999343,289.3,0.0,289.3,0.0
m2-d19-h18,multiple PV zona centro,ex_PV_Maitencillo,Maitencillo,Solar,0,0,437.9,289.2999999343,289.3,0.0,289.3,0.0
m2-d19-h18,multiple PV zona norte sing,ex_PV_Maitencillo,Maitencillo,Solar,0,0,437.9,289.2999999343,289.3,0.0,289.3,0.0
m2-d19-h18,multiple Wind zona iv region,ex_PV_Maitencillo,Maitencillo,Solar,0,0,437.9,289.2999999343,289.3,0.0,289.3,0.0
m2-d19-h18,multiple PV zona norte chico,CenItahue_Diesel,Itahue,diesel,195.466325,0,131.6,131.6,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,CenItahue_Diesel,Itahue,diesel,195.466325,0,131.6,131.6,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,CenItahue_Diesel,Itahue,diesel,195.466325,0,131.6,131.6,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,CenItahue_Diesel,Itahue,diesel,195.466325,0,131.6,131.6,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,CenItahue_Diesel,Itahue,diesel,195.466325,0,131.6,131.6,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,CenItahue_Diesel,Itahue,diesel,195.466325,0,131.6,131.6,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,CenItahue_Diesel,Itahue,diesel,195.466325,0,131.6,131.6,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,CenItahue_Diesel,Itahue,diesel,195.466325,0,131.6,131.6,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,CenItahue_Diesel,Itahue,diesel,195.466325,0,131.6,131.6,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,CenItahue_Diesel,Itahue,diesel,195.466325,0,131.6,131.6,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,ex_PV_Diego_de_Almagro,Diego_de_Almagro,Solar,0,0,521.9,316.3999998133,316.4,0.0,316.4,0.0
m2-d19-h18,multiple PV zona norte del sic,ex_PV_Diego_de_Almagro,Diego_de_Almagro,Solar,0,0,521.9,316.3999998133,316.4,0.0,63.28,-253.11999999999998
m2-d19-h18,multiple Wind zona norte sic,ex_PV_Diego_de_Almagro,Diego_de_Almagro,Solar,0,0,521.9,316.3999998133,316.4,0.0,316.4,0.0
m2-d19-h18,multiple Wind zona sing centro,ex_PV_Diego_de_Almagro,Diego_de_Almagro,Solar,0,0,521.9,316.3999998133,316.4,0.0,316.4,0.0
m2-d19-h18,multiple Wind zona sur,ex_PV_Diego_de_Almagro,Diego_de_Almagro,Solar,0,0,521.9,316.3999998133,316.4,0.0,316.4,0.0
m2-d19-h18,multiple Wind zona viii region,ex_PV_Diego_de_Almagro,Diego_de_Almagro,Solar,0,0,521.9,316.3999998133,316.4,0.0,316.4,0.0
m2-d19-h18,multiple PV zona sur centro sing,ex_PV_Diego_de_Almagro,Diego_de_Almagro,Solar,0,0,521.9,316.3999998133,316.4,0.0,316.4,0.0
m2-d19-h18,multiple PV zona centro,ex_PV_Diego_de_Almagro,Diego_de_Almagro,Solar,0,0,521.9,316.3999998133,316.4,0.0,316.4,0.0
m2-d19-h18,multiple PV zona norte sing,ex_PV_Diego_de_Almagro,Diego_de_Almagro,Solar,0,0,521.9,316.3999998133,316.4,0.0,316.4,0.0
m2-d19-h18,multiple Wind zona iv region,ex_PV_Diego_de_Almagro,Diego_de_Almagro,Solar,0,0,521.9,316.3999998133,316.4,0.0,316.4,0.0
m2-d19-h18,multiple PV zona norte chico,Proy_Wind_Crucero-Encuentro_1,Crucero-Encuentro,Eolico,7,0,215,215,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,Proy_Wind_Crucero-Encuentro_1,Crucero-Encuentro,Eolico,7,0,215,215,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,Proy_Wind_Crucero-Encuentro_1,Crucero-Encuentro,Eolico,7,0,215,215,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,Proy_Wind_Crucero-Encuentro_1,Crucero-Encuentro,Eolico,7,0,215,215,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,Proy_Wind_Crucero-Encuentro_1,Crucero-Encuentro,Eolico,7,0,215,215,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,Proy_Wind_Crucero-Encuentro_1,Crucero-Encuentro,Eolico,7,0,215,215,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,Proy_Wind_Crucero-Encuentro_1,Crucero-Encuentro,Eolico,7,0,215,215,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,Proy_Wind_Crucero-Encuentro_1,Crucero-Encuentro,Eolico,7,0,215,215,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,Proy_Wind_Crucero-Encuentro_1,Crucero-Encuentro,Eolico,7,0,215,215,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,Proy_Wind_Crucero-Encuentro_1,Crucero-Encuentro,Eolico,7,0,215,215,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,Pasada_Pan_de_Azucar,Pan_de_Azucar,Pasada,0,0,28.2,15.5999999898,15.6,0.0,15.6,0.0
m2-d19-h18,multiple PV zona norte del sic,Pasada_Pan_de_Azucar,Pan_de_Azucar,Pasada,0,0,28.2,15.5999999898,15.6,0.0,15.6,0.0
m2-d19-h18,multiple Wind zona norte sic,Pasada_Pan_de_Azucar,Pan_de_Azucar,Pasada,0,0,28.2,15.5999999898,15.6,0.0,15.6,0.0
m2-d19-h18,multiple Wind zona sing centro,Pasada_Pan_de_Azucar,Pan_de_Azucar,Pasada,0,0,28.2,15.5999999898,15.6,0.0,15.6,0.0
m2-d19-h18,multiple Wind zona sur,Pasada_Pan_de_Azucar,Pan_de_Azucar,Pasada,0,0,28.2,15.5999999898,15.6,0.0,15.6,0.0
m2-d19-h18,multiple Wind zona viii region,Pasada_Pan_de_Azucar,Pan_de_Azucar,Pasada,0,0,28.2,15.5999999898,15.6,0.0,15.6,0.0
m2-d19-h18,multiple PV zona sur centro sing,Pasada_Pan_de_Azucar,Pan_de_Azucar,Pasada,0,0,28.2,15.5999999898,15.6,0.0,15.6,0.0
m2-d19-h18,multiple PV zona centro,Pasada_Pan_de_Azucar,Pan_de_Azucar,Pasada,0,0,28.2,15.5999999898,15.6,0.0,15.6,0.0
m2-d19-h18,multiple PV zona norte sing,Pasada_Pan_de_Azucar,Pan_de_Azucar,Pasada,0,0,28.2,15.5999999898,15.6,0.0,15.6,0.0
m2-d19-h18,multiple Wind zona iv region,Pasada_Pan_de_Azucar,Pan_de_Azucar,Pasada,0,0,28.2,15.5999999898,15.6,0.0,15.6,0.0
m2-d19-h18,multiple PV zona norte chico,ex_PV_Punta_Colorada,Punta_Colorada,Solar,0,0,61.5,36.6999999705,36.7,0.0,7.34,-29.360000000000003
m2-d19-h18,multiple PV zona norte del sic,ex_PV_Punta_Colorada,Punta_Colorada,Solar,0,0,61.5,36.6999999705,36.7,0.0,36.7,0.0
m2-d19-h18,multiple Wind zona norte sic,ex_PV_Punta_Colorada,Punta_Colorada,Solar,0,0,61.5,36.6999999705,36.7,0.0,36.7,0.0
m2-d19-h18,multiple Wind zona sing centro,ex_PV_Punta_Colorada,Punta_Colorada,Solar,0,0,61.5,36.6999999705,36.7,0.0,36.7,0.0
m2-d19-h18,multiple Wind zona sur,ex_PV_Punta_Colorada,Punta_Colorada,Solar,0,0,61.5,36.6999999705,36.7,0.0,36.7,0.0
m2-d19-h18,multiple Wind zona viii region,ex_PV_Punta_Colorada,Punta_Colorada,Solar,0,0,61.5,36.6999999705,36.7,0.0,36.7,0.0
m2-d19-h18,multiple PV zona sur centro sing,ex_PV_Punta_Colorada,Punta_Colorada,Solar,0,0,61.5,36.6999999705,36.7,0.0,36.7,0.0
m2-d19-h18,multiple PV zona centro,ex_PV_Punta_Colorada,Punta_Colorada,Solar,0,0,61.5,36.6999999705,36.7,0.0,36.7,0.0
m2-d19-h18,multiple PV zona norte sing,ex_PV_Punta_Colorada,Punta_Colorada,Solar,0,0,61.5,36.6999999705,36.7,0.0,36.7,0.0
m2-d19-h18,multiple Wind zona iv region,ex_PV_Punta_Colorada,Punta_Colorada,Solar,0,0,61.5,36.6999999705,36.7,0.0,36.7,0.0
m2-d19-h18,multiple PV zona norte chico,Proy_Hidro_Colbun_220_16,Colbun_220,Pasada,0,0,373.8,373.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,Proy_Hidro_Colbun_220_16,Colbun_220,Pasada,0,0,373.8,373.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,Proy_Hidro_Colbun_220_16,Colbun_220,Pasada,0,0,373.8,373.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,Proy_Hidro_Colbun_220_16,Colbun_220,Pasada,0,0,373.8,373.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,Proy_Hidro_Colbun_220_16,Colbun_220,Pasada,0,0,373.8,373.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,Proy_Hidro_Colbun_220_16,Colbun_220,Pasada,0,0,373.8,373.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,Proy_Hidro_Colbun_220_16,Colbun_220,Pasada,0,0,373.8,373.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,Proy_Hidro_Colbun_220_16,Colbun_220,Pasada,0,0,373.8,373.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,Proy_Hidro_Colbun_220_16,Colbun_220,Pasada,0,0,373.8,373.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,Proy_Hidro_Colbun_220_16,Colbun_220,Pasada,0,0,373.8,373.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,LaMina,Ancoa_220,Serie,0,0,34,5.1,5.1,0.0,5.1,0.0
m2-d19-h18,multiple PV zona norte del sic,LaMina,Ancoa_220,Serie,0,0,34,5.1,5.1,0.0,5.1,0.0
m2-d19-h18,multiple Wind zona norte sic,LaMina,Ancoa_220,Serie,0,0,34,5.1,5.1,0.0,5.1,0.0
m2-d19-h18,multiple Wind zona sing centro,LaMina,Ancoa_220,Serie,0,0,34,5.1,5.1,0.0,5.1,0.0
m2-d19-h18,multiple Wind zona sur,LaMina,Ancoa_220,Serie,0,0,34,5.1,5.1,0.0,5.1,0.0
m2-d19-h18,multiple Wind zona viii region,LaMina,Ancoa_220,Serie,0,0,34,5.1,5.1,0.0,5.1,0.0
m2-d19-h18,multiple PV zona sur centro sing,LaMina,Ancoa_220,Serie,0,0,34,5.1,5.1,0.0,5.1,0.0
m2-d19-h18,multiple PV zona centro,LaMina,Ancoa_220,Serie,0,0,34,5.1,5.1,0.0,5.1,0.0
m2-d19-h18,multiple PV zona norte sing,LaMina,Ancoa_220,Serie,0,0,34,5.1,5.1,0.0,5.1,0.0
m2-d19-h18,multiple Wind zona iv region,LaMina,Ancoa_220,Serie,0,0,34,5.1,5.1,0.0,5.1,0.0
m2-d19-h18,multiple PV zona norte chico,Proy_PV_Los_Vilos,Los_Vilos,Solar,0,0,10000,10000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,Proy_PV_Los_Vilos,Los_Vilos,Solar,0,0,10000,10000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,Proy_PV_Los_Vilos,Los_Vilos,Solar,0,0,10000,10000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,Proy_PV_Los_Vilos,Los_Vilos,Solar,0,0,10000,10000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,Proy_PV_Los_Vilos,Los_Vilos,Solar,0,0,10000,10000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,Proy_PV_Los_Vilos,Los_Vilos,Solar,0,0,10000,10000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,Proy_PV_Los_Vilos,Los_Vilos,Solar,0,0,10000,10000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,Proy_PV_Los_Vilos,Los_Vilos,Solar,0,0,10000,10000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,Proy_PV_Los_Vilos,Los_Vilos,Solar,0,0,10000,10000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,Proy_PV_Los_Vilos,Los_Vilos,Solar,0,0,10000,10000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,Proy_Hidro_Valdivia-Ciruelos_36,Valdivia-Ciruelos,Pasada,0,0,444.6,444.6,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,Proy_Hidro_Valdivia-Ciruelos_36,Valdivia-Ciruelos,Pasada,0,0,444.6,444.6,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,Proy_Hidro_Valdivia-Ciruelos_36,Valdivia-Ciruelos,Pasada,0,0,444.6,444.6,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,Proy_Hidro_Valdivia-Ciruelos_36,Valdivia-Ciruelos,Pasada,0,0,444.6,444.6,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,Proy_Hidro_Valdivia-Ciruelos_36,Valdivia-Ciruelos,Pasada,0,0,444.6,444.6,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,Proy_Hidro_Valdivia-Ciruelos_36,Valdivia-Ciruelos,Pasada,0,0,444.6,444.6,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,Proy_Hidro_Valdivia-Ciruelos_36,Valdivia-Ciruelos,Pasada,0,0,444.6,444.6,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,Proy_Hidro_Valdivia-Ciruelos_36,Valdivia-Ciruelos,Pasada,0,0,444.6,444.6,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,Proy_Hidro_Valdivia-Ciruelos_36,Valdivia-Ciruelos,Pasada,0,0,444.6,444.6,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,Proy_Hidro_Valdivia-Ciruelos_36,Valdivia-Ciruelos,Pasada,0,0,444.6,444.6,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,ANG_II,Los_Changos-Kapatur,coal,40.2108974,121.7,243.7,243.7,121.7,122.0,135.54,13.83999999999999
m2-d19-h18,multiple PV zona norte del sic,ANG_II,Los_Changos-Kapatur,coal,40.2108974,121.7,243.7,243.7,121.7,122.0,243.7,121.99999999999999
m2-d19-h18,multiple Wind zona norte sic,ANG_II,Los_Changos-Kapatur,coal,40.2108974,121.7,243.7,243.7,121.7,122.0,121.7,0.0
m2-d19-h18,multiple Wind zona sing centro,ANG_II,Los_Changos-Kapatur,coal,40.2108974,121.7,243.7,243.7,121.7,122.0,121.7,0.0
m2-d19-h18,multiple Wind zona sur,ANG_II,Los_Changos-Kapatur,coal,40.2108974,121.7,243.7,243.7,121.7,122.0,121.7,0.0
m2-d19-h18,multiple Wind zona viii region,ANG_II,Los_Changos-Kapatur,coal,40.2108974,121.7,243.7,243.7,121.7,122.0,121.7,0.0
m2-d19-h18,multiple PV zona sur centro sing,ANG_II,Los_Changos-Kapatur,coal,40.2108974,121.7,243.7,243.7,121.7,122.0,243.7,121.99999999999999
m2-d19-h18,multiple PV zona centro,ANG_II,Los_Changos-Kapatur,coal,40.2108974,121.7,243.7,243.7,121.7,122.0,121.7,0.0
m2-d19-h18,multiple PV zona norte sing,ANG_II,Los_Changos-Kapatur,coal,40.2108974,121.7,243.7,243.7,121.7,122.0,142.5,20.799999999999997
m2-d19-h18,multiple Wind zona iv region,ANG_II,Los_Changos-Kapatur,coal,40.2108974,121.7,243.7,243.7,121.7,122.0,121.7,0.0
m2-d19-h18,multiple PV zona norte chico,Proy_PV_Paposo,Paposo,Solar,0,0,10000,10000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,Proy_PV_Paposo,Paposo,Solar,0,0,10000,10000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,Proy_PV_Paposo,Paposo,Solar,0,0,10000,10000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,Proy_PV_Paposo,Paposo,Solar,0,0,10000,10000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,Proy_PV_Paposo,Paposo,Solar,0,0,10000,10000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,Proy_PV_Paposo,Paposo,Solar,0,0,10000,10000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,Proy_PV_Paposo,Paposo,Solar,0,0,10000,10000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,Proy_PV_Paposo,Paposo,Solar,0,0,10000,10000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,Proy_PV_Paposo,Paposo,Solar,0,0,10000,10000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,Proy_PV_Paposo,Paposo,Solar,0,0,10000,10000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,ex_PV_Itahue,Itahue,Solar,0,0,3,1.700000001,1.7,0.0,1.7,0.0
m2-d19-h18,multiple PV zona norte del sic,ex_PV_Itahue,Itahue,Solar,0,0,3,1.700000001,1.7,0.0,1.7,0.0
m2-d19-h18,multiple Wind zona norte sic,ex_PV_Itahue,Itahue,Solar,0,0,3,1.700000001,1.7,0.0,1.7,0.0
m2-d19-h18,multiple Wind zona sing centro,ex_PV_Itahue,Itahue,Solar,0,0,3,1.700000001,1.7,0.0,1.7,0.0
m2-d19-h18,multiple Wind zona sur,ex_PV_Itahue,Itahue,Solar,0,0,3,1.700000001,1.7,0.0,1.7,0.0
m2-d19-h18,multiple Wind zona viii region,ex_PV_Itahue,Itahue,Solar,0,0,3,1.700000001,1.7,0.0,1.7,0.0
m2-d19-h18,multiple PV zona sur centro sing,ex_PV_Itahue,Itahue,Solar,0,0,3,1.700000001,1.7,0.0,1.7,0.0
m2-d19-h18,multiple PV zona centro,ex_PV_Itahue,Itahue,Solar,0,0,3,1.700000001,1.7,0.0,1.7,0.0
m2-d19-h18,multiple PV zona norte sing,ex_PV_Itahue,Itahue,Solar,0,0,3,1.700000001,1.7,0.0,1.7,0.0
m2-d19-h18,multiple Wind zona iv region,ex_PV_Itahue,Itahue,Solar,0,0,3,1.700000001,1.7,0.0,1.7,0.0
m2-d19-h18,multiple PV zona norte chico,Abanico,Charrua,Serie,0,0,136,35.500000032,35.5,0.0,35.5,0.0
m2-d19-h18,multiple PV zona norte del sic,Abanico,Charrua,Serie,0,0,136,35.500000032,35.5,0.0,35.5,0.0
m2-d19-h18,multiple Wind zona norte sic,Abanico,Charrua,Serie,0,0,136,35.500000032,35.5,0.0,35.5,0.0
m2-d19-h18,multiple Wind zona sing centro,Abanico,Charrua,Serie,0,0,136,35.500000032,35.5,0.0,35.5,0.0
m2-d19-h18,multiple Wind zona sur,Abanico,Charrua,Serie,0,0,136,35.500000032,35.5,0.0,35.5,0.0
m2-d19-h18,multiple Wind zona viii region,Abanico,Charrua,Serie,0,0,136,35.500000032,35.5,0.0,35.5,0.0
m2-d19-h18,multiple PV zona sur centro sing,Abanico,Charrua,Serie,0,0,136,35.500000032,35.5,0.0,35.5,0.0
m2-d19-h18,multiple PV zona centro,Abanico,Charrua,Serie,0,0,136,35.500000032,35.5,0.0,35.5,0.0
m2-d19-h18,multiple PV zona norte sing,Abanico,Charrua,Serie,0,0,136,35.500000032,35.5,0.0,35.5,0.0
m2-d19-h18,multiple Wind zona iv region,Abanico,Charrua,Serie,0,0,136,35.500000032,35.5,0.0,35.5,0.0
m2-d19-h18,multiple PV zona norte chico,Proy_Hidro_Valdivia-Ciruelos_38,Valdivia-Ciruelos,Pasada,0,0,894.9,894.9,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,Proy_Hidro_Valdivia-Ciruelos_38,Valdivia-Ciruelos,Pasada,0,0,894.9,894.9,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,Proy_Hidro_Valdivia-Ciruelos_38,Valdivia-Ciruelos,Pasada,0,0,894.9,894.9,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,Proy_Hidro_Valdivia-Ciruelos_38,Valdivia-Ciruelos,Pasada,0,0,894.9,894.9,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,Proy_Hidro_Valdivia-Ciruelos_38,Valdivia-Ciruelos,Pasada,0,0,894.9,894.9,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,Proy_Hidro_Valdivia-Ciruelos_38,Valdivia-Ciruelos,Pasada,0,0,894.9,894.9,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,Proy_Hidro_Valdivia-Ciruelos_38,Valdivia-Ciruelos,Pasada,0,0,894.9,894.9,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,Proy_Hidro_Valdivia-Ciruelos_38,Valdivia-Ciruelos,Pasada,0,0,894.9,894.9,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,Proy_Hidro_Valdivia-Ciruelos_38,Valdivia-Ciruelos,Pasada,0,0,894.9,894.9,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,Proy_Hidro_Valdivia-Ciruelos_38,Valdivia-Ciruelos,Pasada,0,0,894.9,894.9,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,Hornitos,Polpaico,Serie,0,0,55,46.499999974999994,46.5,0.0,46.5,0.0
m2-d19-h18,multiple PV zona norte del sic,Hornitos,Polpaico,Serie,0,0,55,46.499999974999994,46.5,0.0,46.5,0.0
m2-d19-h18,multiple Wind zona norte sic,Hornitos,Polpaico,Serie,0,0,55,46.499999974999994,46.5,0.0,46.5,0.0
m2-d19-h18,multiple Wind zona sing centro,Hornitos,Polpaico,Serie,0,0,55,46.499999974999994,46.5,0.0,46.5,0.0
m2-d19-h18,multiple Wind zona sur,Hornitos,Polpaico,Serie,0,0,55,46.499999974999994,46.5,0.0,46.5,0.0
m2-d19-h18,multiple Wind zona viii region,Hornitos,Polpaico,Serie,0,0,55,46.499999974999994,46.5,0.0,46.5,0.0
m2-d19-h18,multiple PV zona sur centro sing,Hornitos,Polpaico,Serie,0,0,55,46.499999974999994,46.5,0.0,46.5,0.0
m2-d19-h18,multiple PV zona centro,Hornitos,Polpaico,Serie,0,0,55,46.499999974999994,46.5,0.0,46.5,0.0
m2-d19-h18,multiple PV zona norte sing,Hornitos,Polpaico,Serie,0,0,55,46.499999974999994,46.5,0.0,46.5,0.0
m2-d19-h18,multiple Wind zona iv region,Hornitos,Polpaico,Serie,0,0,55,46.499999974999994,46.5,0.0,46.5,0.0
m2-d19-h18,multiple PV zona norte chico,Quintero_02_CA_Diesel,Quillota,diesel,172.3457312,64.5,128.1,128.1,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,Quintero_02_CA_Diesel,Quillota,diesel,172.3457312,64.5,128.1,128.1,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,Quintero_02_CA_Diesel,Quillota,diesel,172.3457312,64.5,128.1,128.1,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,Quintero_02_CA_Diesel,Quillota,diesel,172.3457312,64.5,128.1,128.1,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,Quintero_02_CA_Diesel,Quillota,diesel,172.3457312,64.5,128.1,128.1,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,Quintero_02_CA_Diesel,Quillota,diesel,172.3457312,64.5,128.1,128.1,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,Quintero_02_CA_Diesel,Quillota,diesel,172.3457312,64.5,128.1,128.1,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,Quintero_02_CA_Diesel,Quillota,diesel,172.3457312,64.5,128.1,128.1,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,Quintero_02_CA_Diesel,Quillota,diesel,172.3457312,64.5,128.1,128.1,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,Quintero_02_CA_Diesel,Quillota,diesel,172.3457312,64.5,128.1,128.1,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,Candelaria_U1_GNL,Alto_Jahuel,gnl,127.45875,59.7,124.7,124.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,Candelaria_U1_GNL,Alto_Jahuel,gnl,127.45875,59.7,124.7,124.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,Candelaria_U1_GNL,Alto_Jahuel,gnl,127.45875,59.7,124.7,124.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,Candelaria_U1_GNL,Alto_Jahuel,gnl,127.45875,59.7,124.7,124.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,Candelaria_U1_GNL,Alto_Jahuel,gnl,127.45875,59.7,124.7,124.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,Candelaria_U1_GNL,Alto_Jahuel,gnl,127.45875,59.7,124.7,124.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,Candelaria_U1_GNL,Alto_Jahuel,gnl,127.45875,59.7,124.7,124.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,Candelaria_U1_GNL,Alto_Jahuel,gnl,127.45875,59.7,124.7,124.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,Candelaria_U1_GNL,Alto_Jahuel,gnl,127.45875,59.7,124.7,124.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,Candelaria_U1_GNL,Alto_Jahuel,gnl,127.45875,59.7,124.7,124.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,Cardones_Diesel,Cardones,diesel,218.9251734,68.6,149.9,149.9,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,Cardones_Diesel,Cardones,diesel,218.9251734,68.6,149.9,149.9,0.0,0.0,0.0,0.0
